time,rg_full_normal
0.0,33.252431919417376
10.0,33.07600787023238
20.0,33.21836640803447
30.0,33.37017024238881
40.0,33.436693718103065
50.0,33.448250340136966
60.0,33.501975591632316
70.0,33.51603440861362
80.0,33.673011247350246
90.0,33.719388227527695
100.0,33.63181958826615
110.0,33.8179222090876
120.0,33.715136237852974
130.0,33.827936510288225
140.0,33.79925572060955
150.0,33.74788935469742
160.0,33.62652294913261
170.0,33.386049384482966
180.0,33.43857987151519
190.0,33.53085507199566
200.0,33.39159235742041
210.0,33.48046290040192
220.0,33.41183704831961
230.0,33.300318300836985
240.0,33.35113020228646
250.0,33.24864716786071
260.0,33.30146404474108
270.0,33.28247962891393
280.0,33.12631671297432
290.0,33.272263756885174
300.0,33.20592837777801
310.0,33.20464731042492
320.0,33.288262788628295
330.0,33.24315692940824
340.0,33.03632050711814
350.0,33.11291493854758
360.0,32.997784024390995
370.0,32.97582032901551
380.0,32.974527301399185
390.0,33.03299559812522
400.0,33.13808934340368
410.0,33.04243221498751
420.0,33.10172285766083
430.0,32.868487678125035
440.0,32.93618384488629
450.0,33.136976539843324
460.0,33.081695732122235
470.0,33.10629514218689
480.0,33.12328806076098
490.0,33.000621264459056
500.0,32.88471701378013
510.0,32.862503516852776
520.0,32.89512976044614
530.0,32.71080989055027
540.0,32.7399254152154
550.0,32.826213349598
560.0,32.69924121633042
570.0,32.671327895528144
580.0,32.55664239473006
590.0,32.57134561832368
600.0,32.50875202912122
610.0,32.56342166517527
620.0,32.576699114167454
630.0,32.4899541392475
640.0,32.603012053193936
650.0,32.55762598839128
660.0,32.67890378621856
670.0,32.65963859700957
680.0,32.64679675359835
690.0,32.61391036032789
700.0,32.6547416685155
710.0,32.622016266305224
720.0,32.61293123692081
730.0,32.555049104202595
740.0,32.45083437193501
750.0,32.253986653292976
760.0,32.34947496851399
770.0,32.25388416086285
780.0,32.20250462845393
790.0,32.352288011421265
800.0,32.2935757514367
810.0,32.422909562594
820.0,32.38565153240458
830.0,32.321290286651326
840.0,32.50297111156354
850.0,32.27904252583622
860.0,32.52994526016419
870.0,32.56500036731095
880.0,32.57213391927867
890.0,32.70276510816432
900.0,32.68765929457573
910.0,32.89385970493454
920.0,32.68242335909071
930.0,32.81262284602002
940.0,32.664115378624054
950.0,32.689259128042345
960.0,32.641789346418605
970.0,32.6719102114292
980.0,32.61516758948945
990.0,32.64734668723315
1000.0,32.771588200612
1010.0,32.71810951597376
1020.0,32.54369064653665
1030.0,32.55734148303869
1040.0,32.54317470558457
1050.0,32.49633883428003
1060.0,32.57614931791468
1070.0,32.643864760362476
1080.0,32.81568881188228
1090.0,32.5737161223736
1100.0,32.432943292241646
1110.0,32.464413319265276
1120.0,32.390196401065026
1130.0,32.44245287025581
1140.0,32.48665752018513
1150.0,32.4967633545249
1160.0,32.50391808791427
1170.0,32.50756143790757
1180.0,32.49680284612386
1190.0,32.49915531501008
1200.0,32.44880526498235
1210.0,32.57855637885716
1220.0,32.5567450631237
1230.0,32.58225647907531
1240.0,32.61729698925315
1250.0,32.645515589712595
1260.0,32.608514499172514
1270.0,32.52642765076196
1280.0,32.41878676304751
1290.0,32.50635797662559
1300.0,32.51710262302501
1310.0,32.54491141331255
1320.0,32.619407060945825
1330.0,32.5411868146717
1340.0,32.39923861621325
1350.0,32.52594545496537
1360.0,32.60880590809784
1370.0,32.69213072303138
1380.0,32.85685647119419
1390.0,32.75498113460726
1400.0,32.794510305171876
1410.0,32.833648035894825
1420.0,32.94843780689563
1430.0,32.997660994372396
1440.0,33.09180150177317
1450.0,33.06145375768897
1460.0,33.117502844603145
1470.0,33.091683627621315
1480.0,33.10116892972331
1490.0,33.04410943589712
1500.0,33.14451055667975
1510.0,33.237099039639084
1520.0,33.10010639657172
1530.0,33.13930108398545
1540.0,33.11293879945628
1550.0,33.24155108319146
1560.0,33.20532668890556
1570.0,33.080400592910074
1580.0,33.082615313585656
1590.0,33.05584647880182
1600.0,32.946934862286234
1610.0,32.88284643174049
1620.0,32.858191004908235
1630.0,32.96113053320604
1640.0,32.77337707571261
1650.0,32.79711049806154
1660.0,32.836841096464106
1670.0,32.74017178239875
1680.0,32.72814732348586
1690.0,32.732458477347535
1700.0,32.626873655264625
1710.0,32.70516831879766
1720.0,32.64510334292691
1730.0,32.56812503837995
1740.0,32.673316457499325
1750.0,32.73091550758816
1760.0,32.72066099760068
1770.0,32.8088854900527
1780.0,32.733401173951854
1790.0,32.70747095801149
1800.0,32.81185044833335
1810.0,32.92679110388449
1820.0,32.84576634854811
1830.0,32.75009546735884
1840.0,32.79858417382805
1850.0,32.87523835436074
1860.0,32.86258695104131
1870.0,32.942304234658046
1880.0,32.92904103658239
1890.0,33.035631160298266
1900.0,33.0442154125627
1910.0,32.89971180522437
1920.0,32.88413525217509
1930.0,32.95386629929592
1940.0,32.954459055178646
1950.0,32.82423218641713
1960.0,32.84955390484902
1970.0,32.844932748288386
1980.0,32.77237927569345
1990.0,32.83130286125748
2000.0,32.76983309049355
2010.0,32.855022524112414
2020.0,32.746835061328774
2030.0,32.992071857881555
2040.0,33.05426180590792
2050.0,33.051802550011104
2060.0,33.12364572561892
2070.0,33.12751482246671
2080.0,33.19418617925043
2090.0,33.155409278019754
2100.0,33.12069495245589
2110.0,33.04525754484989
2120.0,32.99230488763735
2130.0,32.92187674122037
2140.0,32.88008734258428
2150.0,33.02534370126751
2160.0,32.96752726777478
2170.0,32.97539485734349
2180.0,32.993038220424665
2190.0,33.05542306489524
2200.0,33.00022268103709
2210.0,32.896589336720986
2220.0,32.91024481599455
2230.0,32.84486433940951
2240.0,32.72781091674518
2250.0,32.69235970376861
2260.0,32.76809284301559
2270.0,32.85483531039486
2280.0,32.83217451097732
2290.0,32.799666623739554
2300.0,32.87206085322098
2310.0,32.816241018995754
2320.0,32.68885880175149
2330.0,32.813761221207066
2340.0,32.64362093671088
2350.0,32.614777511069526
2360.0,32.55416315675602
2370.0,32.567332602242146
2380.0,32.61908257527136
2390.0,32.476608400354706
2400.0,32.484354522076295
2410.0,32.433647292260446
2420.0,32.39847039250474
2430.0,32.35935892371957
2440.0,32.48984126299843
2450.0,32.2829125248054
2460.0,32.33554918921517
2470.0,32.27329990033881
2480.0,32.3236035147582
2490.0,32.428117630285456
2500.0,32.52665281687542
2510.0,32.46768159540315
2520.0,32.60559230421975
2530.0,32.428209282216045
2540.0,32.54819816042921
2550.0,32.59988122982591
2560.0,32.548498520025355
2570.0,32.57126118652184
2580.0,32.66146460992461
2590.0,32.67099458823966
2600.0,32.732968924404226
2610.0,32.53792092228299
2620.0,32.54876523149664
2630.0,32.48451411117737
2640.0,32.369471177356644
2650.0,32.41749559862569
2660.0,32.38834460549303
2670.0,32.35474658512948
2680.0,32.34026720861948
2690.0,32.42759273053259
2700.0,32.30800824879662
2710.0,32.2732562619953
2720.0,32.16542557226781
2730.0,32.08250133965837
2740.0,32.15034455757212
2750.0,32.173393459145004
2760.0,32.20608331729748
2770.0,32.29162399322996
2780.0,32.19524557914271
2790.0,32.30283709299716
2800.0,32.36353454161649
2810.0,32.48240846403115
2820.0,32.43102130464984
2830.0,32.351266431443946
2840.0,32.35914469954501
2850.0,32.41419139429664
2860.0,32.35221153397741
2870.0,32.311536406935694
2880.0,32.4527460631381
2890.0,32.530403845235504
2900.0,32.381488037807166
2910.0,32.3839796764324
2920.0,32.49821839741842
2930.0,32.45566201216807
2940.0,32.58890646936035
2950.0,32.67743850082113
2960.0,32.65014166581849
2970.0,32.597674610867585
2980.0,32.70169341029975
2990.0,32.651610058125236
3000.0,32.724512389897896
3010.0,32.794958468776656
3020.0,32.88707517127134
3030.0,32.76508891596671
3040.0,32.66421074585718
3050.0,32.69262213181113
3060.0,32.62649792614318
3070.0,32.72693739391279
3080.0,32.7253645482043
3090.0,32.833370322968534
3100.0,32.6840279418059
3110.0,32.62311317216401
3120.0,32.611821730742584
3130.0,32.86555743225501
3140.0,33.00669479435583
3150.0,32.86404661936094
3160.0,32.86056787924456
3170.0,33.034163090323446
3180.0,32.91704236805913
3190.0,32.91015574621276
3200.0,32.79386224263621
3210.0,32.83381911151884
3220.0,32.85283410187207
3230.0,32.874099020122
3240.0,32.93259996425373
3250.0,32.89804530703729
3260.0,32.84549587352875
3270.0,32.79350716174293
3280.0,32.646493423449286
3290.0,32.63856192342492
3300.0,32.613077095860234
3310.0,32.48672333288183
3320.0,32.614132868265436
3330.0,32.62154482803563
3340.0,32.697380044976356
3350.0,32.75677864883173
3360.0,32.877926943277174
3370.0,32.77395807188142
3380.0,32.74766627111043
3390.0,32.776455977573356
3400.0,32.7657007680169
3410.0,32.792353207748405
3420.0,32.95541584984303
3430.0,32.965407474833725
3440.0,32.885954593791865
3450.0,32.885641775233935
3460.0,32.84699495729396
3470.0,32.827064476178066
3480.0,32.90171464459732
3490.0,32.97388917292172
3500.0,32.90114347790871
3510.0,32.914362431905175
3520.0,32.89886136270117
3530.0,32.90134699914757
3540.0,32.95809350195352
3550.0,32.85153915349033
3560.0,33.019857609263205
3570.0,32.91979175124669
3580.0,32.90919431218067
3590.0,32.937163865544626
3600.0,32.85390606296906
3610.0,32.92196258957452
3620.0,32.93608178454877
3630.0,32.971280806838315
3640.0,32.87196559669775
3650.0,32.81511968393149
3660.0,32.953430848309274
3670.0,32.749772454225905
3680.0,32.82988117911689
3690.0,32.671052454068686
3700.0,32.85584273293552
3710.0,32.888757539374
3720.0,32.83499573488112
3730.0,32.73032948550267
3740.0,32.80311810267598
3750.0,32.74775466797604
3760.0,32.69872711317748
3770.0,32.578691208325104
3780.0,32.50312129626092
3790.0,32.49962375264832
3800.0,32.640116469225134
3810.0,32.59872229769459
3820.0,32.64824967077669
3830.0,32.59254665314623
3840.0,32.71456045404353
3850.0,32.8153217759044
3860.0,32.69416907650249
3870.0,32.71064445170071
3880.0,32.57171199782414
3890.0,32.588085906362934
3900.0,32.5772880038365
3910.0,32.61324090627867
3920.0,32.55280593950289
3930.0,32.54205826565834
3940.0,32.56569359450314
3950.0,32.57610530367957
3960.0,32.633444475886186
3970.0,32.59394553914244
3980.0,32.60638180662087
3990.0,32.545604181001494
4000.0,32.56134149878037
4010.0,32.41701632824657
4020.0,32.521012998090335
4030.0,32.48822723653352
4040.0,32.45671594374969
4050.0,32.44132833579265
4060.0,32.323330355632606
4070.0,32.280675209464036
4080.0,32.27128876367399
4090.0,32.27104172351674
4100.0,32.28648901407095
4110.0,32.3728465866166
4120.0,32.30029175202836
4130.0,32.41865015856134
4140.0,32.4141398562218
4150.0,32.2808107872364
4160.0,32.25776220469194
4170.0,32.281173812462704
4180.0,32.256643477854816
4190.0,32.14855176696052
4200.0,32.22316718355269
4210.0,32.184568191572474
4220.0,32.20335164655664
4230.0,32.16753666849455
4240.0,32.05655675266664
4250.0,31.961497384928474
4260.0,32.049616850493486
4270.0,32.04635142442698
4280.0,32.14808556574004
4290.0,31.967803512151182
4300.0,32.10457252815005
4310.0,32.079090618437164
4320.0,32.124346716821165
4330.0,32.15368085455979
4340.0,32.16880114195969
4350.0,32.1513569205772
4360.0,32.108193150271795
4370.0,32.174270128917875
4380.0,32.17643055420857
4390.0,32.1534127704498
4400.0,32.14865575218153
4410.0,32.0384015412497
4420.0,32.13335170098582
4430.0,32.07618560212058
4440.0,32.163324872665996
4450.0,32.15756521596968
4460.0,32.25319652219804
4470.0,32.192040902400144
4480.0,32.20750752942472
4490.0,32.247657604330215
4500.0,32.169314646807635
4510.0,32.301206052839284
4520.0,32.172727296614624
4530.0,32.06053155196411
4540.0,32.022453173266314
4550.0,32.02557873789563
4560.0,31.998410719952975
4570.0,31.992763431854915
4580.0,31.921243186123434
4590.0,32.14973476550189
4600.0,32.18402064034402
4610.0,32.1279301962752
4620.0,32.219791783748704
4630.0,32.3053635286055
4640.0,32.45934670621471
4650.0,32.41971336810382
4660.0,32.53947900595936
4670.0,32.515234631774014
4680.0,32.55370442559003
4690.0,32.37181149778632
4700.0,32.37606290947789
4710.0,32.462589823125136
4720.0,32.54072486669832
4730.0,32.45194457545974
4740.0,32.46399634301983
4750.0,32.28891519079652
4760.0,32.378204459203914
4770.0,32.35010742882182
4780.0,32.21617212967172
4790.0,32.26647605832351
4800.0,32.45417017836578
4810.0,32.55332211440341
4820.0,32.543893692627094
4830.0,32.556369900292204
4840.0,32.4754755357124
4850.0,32.49088807304086
4860.0,32.61514829801646
4870.0,32.58436731049116
4880.0,32.51604625911509
4890.0,32.46785697835241
4900.0,32.37634178985981
4910.0,32.30678074022537
4920.0,32.32650371825699
4930.0,32.37179470053786
4940.0,32.340257904925686
4950.0,32.23760929963743
4960.0,32.38021380202958
4970.0,32.43086559373926
4980.0,32.49622007558892
4990.0,32.396553448197295
5000.0,32.57202357710902
5010.0,32.67252520243054
5020.0,32.5796125261888
5030.0,32.596465177535336
5040.0,32.67745987314921
5050.0,32.800294264419634
5060.0,32.70404630492705
5070.0,32.85657042924087
5080.0,32.81147742594833
5090.0,33.05547384069639
5100.0,33.0996895727702
5110.0,33.03851936488176
5120.0,33.045599071711884
5130.0,32.994927228452504
5140.0,33.07184714662091
5150.0,33.11109214127163
5160.0,32.952124314392634
5170.0,32.90079764089117
5180.0,32.91809163958072
5190.0,32.93007983244839
5200.0,32.75921720188947
5210.0,32.82879755794249
5220.0,32.771875598099946
5230.0,32.779767855208334
5240.0,32.7888734679633
5250.0,32.744734853992725
5260.0,32.84648213385112
5270.0,32.98646421826358
5280.0,32.98625015236576
5290.0,33.05384073462047
5300.0,32.95927583587034
5310.0,32.84820511464288
5320.0,32.97959629362983
5330.0,33.13321248613923
5340.0,33.10707265026653
5350.0,33.09359366492775
5360.0,33.16290193245575
5370.0,33.12979134765312
5380.0,33.10022838904301
5390.0,32.91346229924043
5400.0,32.85042564431754
5410.0,32.86754746161084
5420.0,32.73058871294372
5430.0,32.83707786741575
5440.0,32.74732620106616
5450.0,32.75839896674947
5460.0,32.68234802057045
5470.0,32.64312497062783
5480.0,32.50744829684879
5490.0,32.56961796391612
5500.0,32.61206537285009
5510.0,32.57069763044059
5520.0,32.735255555926486
5530.0,32.582759637255435
5540.0,32.6573213548356
5550.0,32.525476507001514
5560.0,32.544384483258256
5570.0,32.478647000729865
5580.0,32.49250607491167
5590.0,32.44135703293201
5600.0,32.481366687955536
5610.0,32.592119826027464
5620.0,32.52964732492101
5630.0,32.49552080547612
5640.0,32.487343733600575
5650.0,32.39852258664742
5660.0,32.40369783009281
5670.0,32.26196000471638
5680.0,32.29077430564695
5690.0,32.19148494800797
5700.0,32.197671129381675
5710.0,32.38608677703821
5720.0,32.31235072998915
5730.0,32.30564173425467
5740.0,32.2737287965896
5750.0,32.13972930467907
5760.0,32.36784250945597
5770.0,32.30862228604476
5780.0,32.41154048888749
5790.0,32.415170128690434
5800.0,32.39950603464298
5810.0,32.3725454625088
5820.0,32.26272485368956
5830.0,32.481946919143084
5840.0,32.54350243808009
5850.0,32.62007433484254
5860.0,32.815060655387
5870.0,32.70633514780772
5880.0,32.714456577004405
5890.0,32.727656493386
5900.0,32.56473993281935
5910.0,32.64123879371319
5920.0,32.4766958226891
5930.0,32.41007847975636
5940.0,32.51562662308748
5950.0,32.45320573926143
5960.0,32.53106386260226
5970.0,32.53406142248496
5980.0,32.56147426274554
5990.0,32.560437263439596
6000.0,32.60614228015808
6010.0,32.5281693440731
6020.0,32.56940955901524
6030.0,32.6276973616407
6040.0,32.591345027812096
6050.0,32.617154950995776
6060.0,32.773532227665626
6070.0,32.81294057987705
6080.0,32.84722537930229
6090.0,32.90451065307268
6100.0,32.990352132769075
6110.0,33.008933431340786
6120.0,32.98497119089447
6130.0,32.94283387772282
6140.0,32.91611110710782
6150.0,32.86359873994515
6160.0,32.805047690489445
6170.0,32.803545151402666
6180.0,32.6752054130014
6190.0,32.543675775426145
6200.0,32.65561441810357
6210.0,32.86025922235856
6220.0,32.81945087744383
6230.0,32.87959815628325
6240.0,32.785306304309366
6250.0,32.90950373665217
6260.0,32.981575846575446
6270.0,32.86081565956436
6280.0,33.00060420259715
6290.0,32.99323438980195
6300.0,32.84607509903495
6310.0,32.69746438287215
6320.0,32.799472622190784
6330.0,32.709801382651904
6340.0,32.89227536163091
6350.0,32.699606665384536
6360.0,32.77094800155009
6370.0,32.836004204807665
6380.0,32.85181719775763
6390.0,32.64741427003176
6400.0,32.583553847173235
6410.0,32.51571829767246
6420.0,32.758880294739015
6430.0,32.80003835866668
6440.0,32.85781667784752
6450.0,33.054677274084476
6460.0,32.824332881005176
6470.0,32.78116726056584
6480.0,32.85281187757206
6490.0,32.76367702541098
6500.0,32.71255922755286
6510.0,32.87530966638343
6520.0,32.91836165638471
6530.0,33.00022708838288
6540.0,32.931640896068025
6550.0,33.0143596947511
6560.0,33.03767866712644
6570.0,33.057620972612355
6580.0,32.96285163481698
6590.0,33.09319201451749
6600.0,33.1344616964046
6610.0,33.23918189717532
6620.0,33.29563125278058
6630.0,33.09363072703843
6640.0,33.1424839389292
6650.0,33.14776335448596
6660.0,33.16034559822551
6670.0,33.16858476572202
6680.0,33.232919193895746
6690.0,33.06237015554814
6700.0,33.132522648096725
6710.0,33.065915909166186
6720.0,33.05776657051078
6730.0,32.98529282804783
6740.0,32.974408602698766
6750.0,32.98436602293407
6760.0,32.95073623723699
6770.0,32.93122597875444
6780.0,32.91879626677133
6790.0,32.840266591108524
6800.0,32.83230963114534
6810.0,32.76730477419233
6820.0,32.9034643574171
6830.0,32.9677826835385
6840.0,33.02249295153779
6850.0,32.976899609193765
6860.0,33.00134902780659
6870.0,33.078313732568716
6880.0,33.227451291262206
6890.0,33.29349557603626
6900.0,33.29809808897475
6910.0,33.213508851969635
6920.0,33.24465969266162
6930.0,33.19283328592041
6940.0,33.219859847551035
6950.0,32.95770518203401
6960.0,33.09491482950242
6970.0,33.114154162222206
6980.0,33.06225584220655
6990.0,32.999000942659215
7000.0,33.13169270575381
7010.0,33.06872348816935
7020.0,33.07863049235371
7030.0,33.327238524051275
7040.0,33.46136506578225
7050.0,33.30599677356896
7060.0,33.37903380506067
7070.0,33.3664746121287
7080.0,33.40762552252292
7090.0,33.507977785199905
7100.0,33.5450316829779
7110.0,33.52519271171539
7120.0,33.50376883600809
7130.0,33.60461617758707
7140.0,33.81385955630562
7150.0,33.74136641750505
7160.0,33.54334513406412
7170.0,33.684369327320624
7180.0,33.645416712118625
7190.0,33.424794266743355
7200.0,33.39202898122323
7210.0,33.31101885326818
7220.0,33.325531813173775
7230.0,33.26025902673496
7240.0,33.274970180055654
7250.0,33.30788350064316
7260.0,33.29802754301611
7270.0,33.489073788133936
7280.0,33.3940353398697
7290.0,33.41815242573821
7300.0,33.44697671059186
7310.0,33.37933880586124
7320.0,33.35529719880394
7330.0,33.20958666692954
7340.0,33.19628927428202
7350.0,33.2594022198097
7360.0,33.39187607313942
7370.0,33.41196345112833
7380.0,33.51906564842162
7390.0,33.57381977274196
7400.0,33.56932122270069
7410.0,33.657531355969894
7420.0,33.70586572792961
7430.0,33.907736523684456
7440.0,33.887201850393616
7450.0,33.90804626011066
7460.0,33.88707146677499
7470.0,33.897781121604154
